V-3,O-3,H-3,L-3,V-2,O-2,H-2,L-2,V-1,O-1,H-1,L-1,Actual,Date
23793830,168.99,170.66,168.42,20940020,171.05,171.21,169.25,22224400,170.1,171.0,169.7,171.39,02/13/2019
57717870,115.29,119.25,115.11,32063100,118.98,119.86,117.81,34275420,117.52,118.6,116.86,117.64,12/09/2015
19974430,257.05,258.19,256.32,18966120,256.77,257.49,255.37,23735080,258.74,260.35,258.11,258.69,11/08/2019
25897340,207.86,208.55,203.53,15957630,204.1,205.72,203.32,21007650,208.5,209.32,206.66,210.16,08/30/2019
50674280,153.6,154.57,149.71,33520150,151.27,153.34,151.13,26892850,153.38,153.98,152.63,154.0,05/22/2017
45751160,203.06,203.4,199.11,64827330,209.88,215.31,209.23,31996320,209.84,212.65,208.13,210.89,05/03/2019
41678680,173.49,174.49,168.3,61759000,165.0,170.09,163.33,45968040,171.66,171.79,167.0,170.4,12/12/2018
12119710,284.69,284.89,282.92,23334000,284.82,289.98,284.7,36592940,291.12,293.97,288.12,289.46,12/30/2019
19090050,194.79,196.37,193.14,18473070,196.45,197.1,195.93,25829880,196.42,200.23,196.34,200.32,04/09/2019
33432810,271.46,275.3,270.93,32081110,277.0,280.79,276.98,28575800,279.57,281.77,278.8,279.8,12/18/2019
30576980,106.64,108.09,106.06,31416910,106.93,106.93,105.52,33655810,105.01,106.48,104.62,105.0,04/25/2016
16991610,173.71,175.3,173.17,27817640,173.21,175.0,172.73,27953810,174.32,174.91,172.92,174.28,03/01/2019
66072170,204.3,204.39,198.17,31774720,201.92,204.72,201.69,33291640,205.97,210.06,204.13,209.98,11/08/2018
38885980,97.39,98.99,97.32,30031410,98.92,99.3,98.5,36464530,98.7,100.13,98.6,99.56,07/19/2016
33511990,305.64,310.35,304.29,36486560,308.1,317.05,307.24,40575260,317.83,319.69,310.91,312.15,05/13/2020
20578020,199.2,201.51,198.81,17897140,201.85,203.73,201.56,20191840,203.31,204.39,201.71,202.45,07/12/2019
49904460,108.97,110.45,108.51,54507300,111.65,112.56,110.32,84757780,113.76,114.02,109.77,110.27,09/10/2015
53812480,284.69,286.95,276.86,32503750,277.95,281.68,276.85,45247890,276.28,277.25,265.43,273.61,04/22/2020
71574560,162.61,163.96,158.77,44866280,159.87,159.96,157.91,23637310,158.99,159.4,158.09,158.47,09/15/2017
28575800,279.57,281.77,278.8,29024690,279.8,281.9,279.12,24626950,279.5,281.18,278.95,282.23,12/20/2019
26639930,107.59,107.69,106.18,30912260,106.96,109.43,106.86,25184090,108.58,108.7,107.18,107.01,12/31/2015
26219110,100.0,100.46,99.74,32690080,99.83,101.0,99.13,28218240,99.26,99.3,98.31,98.25,07/25/2016
31416910,106.93,106.93,105.52,33655810,105.01,106.48,104.62,27997990,105.0,105.65,104.51,103.91,04/26/2016
50155640,312.15,315.95,303.21,39732270,304.51,309.79,301.53,41587090,300.35,307.9,300.21,313.17,05/18/2020
22355140,141.5,141.74,140.35,23531670,139.39,141.22,138.62,33348400,140.91,144.04,140.62,143.68,03/29/2017
16041550,170.29,170.56,169.56,25047130,170.78,173.7,170.78,25558680,173.36,175.0,173.05,175.1,11/24/2017
35637070,154.89,158.85,154.23,91106840,143.98,145.72,142.0,57423650,144.53,148.55,143.8,148.7,01/07/2019
56770080,94.2,95.74,93.68,40984160,95.2,95.9,93.82,35850220,94.0,94.07,92.68,93.37,05/06/2016
38313330,178.65,179.12,177.62,32931110,177.32,177.47,173.66,19620520,175.24,176.8,174.94,175.04,03/21/2018
26784530,129.13,130.5,128.9,38158410,130.54,132.09,130.45,22941650,131.35,132.22,131.22,131.65,02/09/2017
19994270,155.94,156.06,154.72,50674280,153.6,154.57,149.71,33520150,151.27,153.34,151.13,153.38,05/19/2017
14198660,143.92,144.16,143.31,20783460,144.09,144.3,143.27,33498270,145.1,147.2,144.96,147.54,05/02/2017
32503750,277.95,281.68,276.85,45247890,276.28,277.25,265.43,29264340,273.61,277.9,272.2,275.87,04/23/2020
91106840,143.98,145.72,142.0,57423650,144.53,148.55,143.8,54571440,148.7,148.83,145.9,149.56,01/08/2019
20059570,206.43,206.98,204.22,19216820,208.39,209.48,207.32,23946880,212.0,213.97,211.51,214.05,09/06/2019
25931710,111.95,112.42,111.4,27420550,111.36,111.51,110.33,11475920,111.13,111.87,110.95,111.43,11/28/2016
23286380,204.43,207.75,203.9,17427570,207.36,208.48,207.05,18463850,206.83,207.76,205.12,204.9,04/26/2019
33829290,120.96,121.81,120.05,59029400,116.9,118.07,116.06,45179400,116.37,117.42,115.21,116.26,11/12/2015
17595210,202.45,204.0,202.2,16947420,204.09,205.87,204.0,16866820,204.59,206.11,203.5,204.05,07/17/2019
76562170,110.15,111.88,107.36,61681250,110.23,112.34,109.13,53142590,112.49,112.78,110.04,108.97,09/04/2015
38681170,215.83,223.25,214.7,39992120,222.6,224.23,214.54,29027340,217.71,221.38,216.75,215.9,10/26/2018
23317990,96.75,97.65,96.73,24129530,97.17,97.7,97.12,25879680,97.41,97.67,96.84,97.39,07/14/2016
20450750,315.77,319.23,315.35,31380450,323.5,324.24,316.5,28236270,316.14,318.71,313.09,316.77,05/28/2020
29800240,111.64,113.39,111.55,24587490,113.0,113.18,112.34,29608390,113.69,114.64,113.43,113.16,09/29/2016
27460070,108.52,108.93,107.85,18648700,107.78,108.44,107.78,25704330,108.14,109.54,108.08,109.63,08/16/2016
16866820,204.59,206.11,203.5,14107450,204.05,205.09,203.27,18582160,204.0,205.88,203.7,205.79,07/19/2019
29706720,323.52,324.76,318.95,26356390,322.57,325.22,320.26,29421010,322.37,323.4,318.0,314.18,02/10/2020
21218410,177.95,179.23,176.67,27043580,176.23,177.99,174.99,40396070,175.6,177.92,170.27,175.44,06/04/2019
61759000,165.0,170.09,163.33,45968040,171.66,171.79,167.0,35474680,170.4,171.92,169.02,170.49,12/13/2018
40485010,310.06,311.77,304.88,40558490,312.6,318.4,312.19,54149930,324.45,327.85,321.38,320.54,01/30/2020
21555370,138.78,139.83,138.59,21229890,139.37,139.77,138.6,17439210,139.06,139.98,138.79,138.95,03/08/2017
25817590,261.13,264.78,261.07,22395560,263.75,264.88,262.1,25093670,263.68,265.78,263.01,265.8,11/18/2019
20117070,147.97,149.33,147.33,23765710,148.82,150.9,148.57,17837130,149.2,150.13,148.67,150.48,07/19/2017
16658660,143.73,144.18,143.27,18904680,143.6,143.88,142.9,30341520,142.94,143.35,140.06,141.6,04/12/2017
26117990,317.92,319.56,315.65,36634380,320.25,323.33,317.52,40485010,310.06,311.77,304.88,312.6,01/28/2020
32063100,118.98,119.86,117.81,34275420,117.52,118.6,116.86,46301930,117.64,117.69,115.08,116.04,12/10/2015
28998220,169.97,170.32,168.38,23598650,171.18,171.87,170.3,21884010,171.04,171.39,169.64,170.29,11/20/2017
28321440,131.65,132.45,131.12,20046250,132.46,132.94,132.05,22989980,133.08,133.82,132.75,133.47,02/14/2017
25804820,139.85,141.6,139.76,20299310,141.26,141.58,140.61,22355140,141.5,141.74,140.35,139.39,03/27/2017
23527660,183.9,184.1,182.56,39017490,184.85,187.33,183.74,26148590,185.8,188.39,185.79,188.35,03/19/2019
21124240,199.68,199.88,197.31,21513990,200.37,200.61,198.03,47800590,198.8,200.85,198.15,198.54,06/24/2019
33669020,149.1,150.22,148.41,69726440,159.28,159.75,156.16,26604140,157.05,157.21,155.02,156.07,08/04/2017
25277680,154.34,154.45,153.46,26591850,153.9,155.81,153.78,21017560,155.02,155.98,154.48,155.25,06/08/2017
69032740,282.23,282.65,278.56,24677880,280.53,284.25,280.37,12119710,284.69,284.89,282.92,284.82,12/26/2019
27393660,175.03,175.39,174.09,23451420,174.87,175.42,173.25,20848660,174.17,176.02,174.1,174.68,12/22/2017
16861450,155.97,156.98,155.75,16380570,156.35,157.37,155.73,16367780,156.73,157.28,156.41,157.9,10/16/2017
30148360,104.81,105.84,104.77,26781730,105.58,106.0,105.28,39546610,106.27,107.65,106.18,107.52,08/08/2016
37781330,249.54,255.93,249.16,25817950,257.33,257.85,255.38,19974430,257.05,258.19,256.32,256.77,11/06/2019
52720620,110.0,112.28,109.49,30386830,112.73,112.75,111.44,32970790,110.82,112.45,110.68,111.29,10/14/2015
133059000,96.04,96.63,93.34,55622370,93.79,94.52,92.39,64332440,94.79,97.34,94.35,96.47,02/01/2016
26609920,265.54,266.08,260.4,30348780,263.69,264.01,261.18,16331260,262.59,263.18,260.84,262.71,11/25/2019
29264340,273.61,277.9,272.2,31203580,275.87,281.75,274.87,31627180,277.2,283.01,277.0,281.8,04/27/2020
38399530,319.25,321.15,316.47,20254650,317.75,322.35,317.21,21910700,320.75,323.44,318.93,324.66,06/03/2020
23294040,141.22,142.92,141.16,17290900,142.44,142.68,141.85,17117710,143.5,143.95,143.18,143.91,04/25/2017
43233950,117.64,119.75,116.76,34135230,119.2,119.92,118.85,32445680,119.27,119.73,117.34,117.33,11/24/2015
29729270,223.82,226.44,223.54,22560440,224.79,225.84,224.02,23171020,227.95,229.42,226.35,227.25,10/02/2018
14277850,144.88,145.3,143.1,21550270,143.69,144.79,142.72,24110330,143.02,143.5,142.41,142.9,07/07/2017
19690420,149.9,150.33,148.13,33669020,149.1,150.22,148.41,69726440,159.28,159.75,156.16,157.05,08/03/2017
26334880,266.94,267.16,262.5,16386120,265.58,267.98,265.31,11654360,266.6,268.0,265.9,267.27,12/02/2019
36396590,166.84,166.92,164.09,33674960,165.67,166.33,161.22,28331540,162.62,165.42,162.41,164.12,04/26/2018
23495990,320.0,324.57,320.0,25141490,322.63,324.65,318.21,32426420,318.62,320.45,310.5,297.26,02/24/2020
34525630,116.43,117.44,116.01,48079330,116.1,116.52,114.68,68176940,114.08,114.35,111.63,110.43,08/21/2015
22267820,213.19,214.44,210.75,46882840,209.43,212.05,201.0,26066130,205.86,207.19,205.06,207.86,08/27/2019
25656110,169.03,170.44,168.91,23285760,170.49,171.0,168.82,34260890,169.2,172.89,168.79,172.15,12/12/2017
51608850,155.84,156.77,150.07,41740600,157.5,158.52,154.55,34499390,158.53,159.36,156.48,154.89,01/02/2019
20254650,317.75,322.35,317.21,21910700,320.75,323.44,318.93,26122800,324.66,326.2,322.3,324.39,06/04/2020
21895020,154.0,154.24,153.31,20118620,153.42,154.43,153.33,24452750,153.97,154.17,152.38,153.17,06/01/2017
38763700,205.88,207.42,200.83,26339500,201.9,205.34,201.75,34908610,200.4,201.68,196.66,197.42,05/10/2019
16564340,164.8,164.94,163.63,29491910,163.75,164.25,160.56,21610300,162.71,162.99,160.52,162.09,09/07/2017
17916260,244.51,244.8,241.81,18369300,243.16,246.73,242.88,24143240,247.42,249.25,246.72,248.97,10/29/2019
27337220,314.18,321.55,313.85,23580780,323.6,323.9,318.71,28432570,321.47,327.22,321.47,324.19,02/13/2020
33449100,316.77,323.44,315.63,38399530,319.25,321.15,316.47,20254650,317.75,322.35,317.21,320.75,06/02/2020
54145930,160.29,161.0,155.03,70583530,157.07,157.89,150.24,60774900,158.5,163.89,157.51,161.95,02/13/2018
27953810,174.32,174.91,172.92,25737560,174.28,175.15,172.89,27413060,175.69,177.75,173.97,175.94,03/05/2019
19906170,154.9,154.9,153.31,19201820,153.84,154.17,152.67,19217810,153.73,154.35,153.03,154.0,05/26/2017
31714820,116.78,118.16,116.47,33420290,117.95,119.43,117.94,24432660,118.77,119.38,118.3,118.74,01/11/2017
111186900,108.73,113.03,108.6,90398170,113.86,115.73,113.49,79763890,115.12,116.13,114.04,115.19,09/19/2016
18680930,192.45,193.66,192.05,16553500,193.06,194.85,192.43,19005150,194.61,195.96,193.61,194.99,07/27/2018
27756760,115.8,117.38,115.75,21337310,116.74,117.5,116.68,23724430,116.8,117.4,116.78,116.35,12/22/2016
69726440,159.28,159.75,156.16,26604140,157.05,157.21,155.02,20514810,156.07,157.4,155.69,157.06,08/07/2017
26675250,106.14,106.8,105.62,26393770,107.7,108.0,106.82,26645130,107.9,108.3,107.51,107.83,09/07/2016
52126240,157.9,158.26,153.83,37350060,155.8,155.8,152.75,46575410,152.02,152.27,150.56,149.99,09/25/2017
28204640,174.65,175.57,172.85,31644240,172.4,173.94,170.34,23793830,168.99,170.66,168.42,171.05,02/11/2019
27057550,118.9,119.3,118.21,26083030,119.11,119.62,118.81,34412090,118.34,120.24,118.22,120.0,01/18/2017
18647220,144.73,145.85,144.38,24833800,145.87,146.18,144.82,25080500,145.5,148.49,145.44,147.97,07/14/2017
31890740,97.32,98.48,96.75,29373050,97.82,98.41,97.03,31251870,96.45,97.75,96.07,96.62,06/17/2016
38426060,172.8,176.3,172.45,27825140,175.21,177.74,174.52,23273160,177.91,178.25,176.13,174.94,03/07/2018
18582160,204.0,205.88,203.7,20929310,205.79,206.5,202.36,22277930,203.65,207.23,203.61,208.46,07/23/2019
34790520,247.24,249.17,237.26,37781330,249.54,255.93,249.16,25817950,257.33,257.85,255.38,257.05,11/05/2019
67964260,247.39,252.84,242.61,100423300,247.18,251.83,228.0,84188210,228.08,228.5,212.61,236.36,03/24/2020
25100510,174.78,175.84,173.85,21561320,175.03,176.19,174.83,26575010,176.49,178.94,176.41,177.81,04/18/2018
38236730,104.61,106.31,104.59,34394830,105.52,106.47,104.96,43607120,106.34,106.5,105.19,105.93,03/21/2016
40827260,116.04,117.65,115.5,34525630,116.43,117.44,116.01,48079330,116.1,116.52,114.68,114.08,08/20/2015
40653460,316.7,317.57,312.17,30480880,311.85,315.5,309.55,27207250,313.59,315.7,312.09,316.27,01/17/2020
19201820,153.84,154.17,152.67,19217810,153.73,154.35,153.03,21895020,154.0,154.24,153.31,153.42,05/30/2017
27710810,317.19,319.02,316.0,25458120,318.58,319.99,317.31,26117990,317.92,319.56,315.65,320.25,01/24/2020
26580710,191.17,192.0,189.77,18069930,191.35,191.97,190.21,16859020,191.39,192.61,191.15,192.42,06/13/2018
35783320,94.44,95.77,94.3,25982080,95.49,96.47,95.33,27553750,95.39,95.4,94.46,94.6,07/06/2016
34380630,360.7,365.0,357.57,51314210,364.41,365.32,353.02,32661520,353.25,362.17,351.28,360.08,06/30/2020
25864510,207.7,210.95,207.7,20679270,210.16,210.56,208.26,28595230,209.22,210.74,208.33,211.75,08/16/2018
42276880,114.0,115.58,113.7,41430660,114.33,115.5,114.1,59251740,116.7,119.23,116.33,118.08,10/26/2015
20686510,117.52,118.02,116.2,14979680,116.45,117.11,116.4,30555900,116.65,117.2,115.43,115.8,01/03/2017
75900510,250.75,258.25,244.3,63140170,246.52,258.68,246.36,51054150,252.75,255.87,247.05,250.74,03/30/2020
50036510,344.72,347.8,334.22,34702230,333.25,345.68,332.58,41357180,351.46,353.2,344.72,355.15,06/17/2020
45970470,129.08,129.62,128.31,55204920,130.97,132.97,130.7,73006780,132.85,132.92,130.32,121.99,07/22/2015
24308210,118.18,118.21,117.45,19977160,117.25,117.76,113.8,24100150,116.86,117.38,116.33,116.81,10/21/2016
28449940,150.27,153.39,150.05,30483120,153.08,155.88,153.0,29616190,154.2,157.66,153.26,157.5,01/18/2019
104618500,255.94,270.0,248.0,92683030,264.89,279.92,252.95,80605870,241.95,259.08,240.0,247.51,03/17/2020
51106100,118.7,120.69,118.27,49305220,120.99,121.22,119.45,32152870,119.87,121.36,119.61,120.79,11/03/2015
26538700,110.98,111.46,109.55,30790930,108.53,110.25,108.11,32361930,110.08,110.51,109.46,110.31,11/08/2016
25525650,209.32,209.5,206.76,22493750,206.05,207.81,204.52,23389530,207.28,209.78,207.2,207.36,08/10/2018
21584720,191.55,191.57,190.22,61438290,190.03,190.16,188.26,18458410,187.88,189.22,187.2,185.14,06/19/2018
47507230,107.28,107.37,105.57,32728460,107.4,107.72,106.45,32618140,107.27,108.85,107.2,109.0,12/24/2015
26387240,174.3,174.87,171.86,41459120,172.63,172.92,167.16,41484540,170.43,172.14,168.44,169.95,12/01/2017
39281290,287.38,288.2,282.35,53812480,284.69,286.95,276.86,32503750,277.95,281.68,276.85,276.28,04/21/2020
18505780,214.65,217.05,214.6,18457720,216.6,216.9,215.11,20400770,217.15,218.74,216.33,219.01,08/28/2018
21674630,194.7,196.79,193.6,18761470,191.55,193.59,190.3,14669140,192.9,194.96,192.17,196.05,06/18/2019
55622370,93.79,94.52,92.39,64332440,94.79,97.34,94.35,40814360,96.47,96.71,95.4,95.42,02/02/2016
69639900,121.5,122.57,117.52,123601900,117.42,117.7,113.25,99202400,112.95,117.44,112.1,115.97,08/06/2015
32130360,177.96,180.0,177.39,32191070,180.29,182.39,180.21,31464170,182.59,183.5,179.24,180.32,03/14/2018
50264540,143.78,144.5,142.2,32203640,143.66,146.74,143.66,24877950,146.87,146.87,144.94,145.52,06/21/2017
18458410,187.88,189.22,187.2,33538550,185.14,186.33,183.45,20490090,186.35,187.2,185.73,187.25,06/21/2018
23639070,186.78,187.07,185.1,19046600,186.07,188.46,186.0,17014490,188.0,188.91,186.36,187.19,05/18/2018
29723750,110.8,111.75,110.11,48929200,111.34,114.17,110.82,42276880,114.0,115.58,113.7,114.33,10/22/2015
39636190,159.9,160.0,154.63,26208970,156.6,158.57,156.07,22074760,159.32,160.21,158.75,160.66,08/15/2017
44434220,111.29,111.52,109.56,37622200,110.93,112.1,110.49,38794930,111.78,112.0,110.53,110.8,10/19/2015
